Id,devicename,batterylife,price,BasemarkX,year,ImageURL,screensize,phoneURL,nfc,headphonejack,dualsim,ir,dxomarkScore,antutu
1,Samsung Galaxy S10 5G,0,1036,0,2019,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s10-5g.jpg,6.7000,https://www.gsmarena.com/samsung_galaxy_s10_5g-9588.php,1,1,1,0,112,371000
2,Samsung Galaxy S10 plus,91,938,45017,2019,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s10-plus-new.jpg,6.4000,https://www.gsmarena.com/samsung_galaxy_s10+-9535.php,1,1,1,0,109,340000
3,Samsung Galaxy S10,79,688,44097,2019,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s10.jpg,6.1000,https://www.gsmarena.com/samsung_galaxy_s10-9536.php,1,1,1,0,0,326000
4,Samsung Galaxy S10e,83,607,44059,2019,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s10e.jpg,5.8000,https://www.gsmarena.com/samsung_galaxy_s10e-9537.php,1,1,1,0,0,0
5,Samsung Galaxy Fold,90,1564,45154,2019,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-fold.jpg,7.3000,https://www.gsmarena.com/samsung_galaxy_fold-9523.php,1,0,0,0,0,379000
6,Samsung Galaxy A2 Core,0,62,0,2019,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a2-core-sm-a260f.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_a2_core-9636.php,0,1,1,0,0,0
7,Samsung Galaxy M30,0,223,0,2019,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m30-.jpg,6.4000,https://www.gsmarena.com/samsung_galaxy_m30-9505.php,0,1,1,0,0,107000
8,Samsung Galaxy M20,103,196,8434,2019,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m20-m205f.jpg,6.3000,https://www.gsmarena.com/samsung_galaxy_m20-9506.php,0,1,1,0,0,109000
9,Samsung Galaxy M10,89,89,5583,2019,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m10-m105f.jpg,6.2200,https://www.gsmarena.com/samsung_galaxy_m10-9508.php,0,1,1,0,0,46000
10,Samsung Galaxy A80,0,581,0,2019,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a80-.jpg,6.7000,https://www.gsmarena.com/samsung_galaxy_a80-9659.php,0,0,1,0,0,204000
11,Samsung Galaxy A70,103,357,19341,2019,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a70.jpg,6.7000,https://www.gsmarena.com/samsung_galaxy_a70-9646.php,1,1,1,0,0,170000
12,Samsung Galaxy A60,0,241,0,2019,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a60-.jpg,6.3000,https://www.gsmarena.com/samsung_galaxy_a60-9616.php,1,0,1,0,0,175000
13,Samsung Galaxy A50,98,312,19106,2019,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a50-sm-a505f-ds.jpg,6.4000,https://www.gsmarena.com/samsung_galaxy_a50-9554.php,1,1,1,0,0,146000
14,Samsung Galaxy A40,73,223,12098,2019,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a40.jpg,5.9000,https://www.gsmarena.com/samsung_galaxy_a40-9642.php,1,1,1,0,0,109000
15,Samsung Galaxy A30,0,223,0,2019,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a30.jpg,6.4000,https://www.gsmarena.com/samsung_galaxy_a30-9579.php,0,1,1,0,0,107000
16,Samsung Galaxy A20e,0,160,0,2019,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a20e.jpg,5.8000,https://www.gsmarena.com/samsung_galaxy_a20e-9661.php,1,1,1,0,0,88000
17,Samsung Galaxy A20,0,178,0,2019,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a20.jpg,6.4000,https://www.gsmarena.com/samsung_galaxy_a20-9640.php,1,1,1,0,0,88000
18,Samsung Galaxy A10,0,107,0,2019,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a10.jpg,6.2000,https://www.gsmarena.com/samsung_galaxy_a10-9580.php,0,1,1,0,0,88000
19,Samsung Galaxy A8s,0,0,0,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a8s-.jpg,6.4000,https://www.gsmarena.com/samsung_galaxy_a8s-9432.php,1,0,1,0,0,170000
20,Samsung Galaxy A6s,0,241,0,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a6s-.jpg,6.0000,https://www.gsmarena.com/samsung_galaxy_a6s-9352.php,0,1,1,0,0,136000
21,Samsung Galaxy A9 (2018),88,321,20322,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a9-2018.jpg,6.3000,https://www.gsmarena.com/samsung_galaxy_a9_(2018)-9344.php,1,1,1,0,0,0
22,Samsung Galaxy A7 (2018),93,250,15200,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a7-sm-a750f.jpg,6.0000,https://www.gsmarena.com/samsung_galaxy_a7_(2018)-9340.php,1,1,1,0,0,0
23,Samsung Galaxy Note9,97,670,41994,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note9-r1.jpg,6.4000,https://www.gsmarena.com/samsung_galaxy_note9-9163.php,1,1,1,0,0,0
24,Samsung Galaxy J6 plus,0,214,0,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j6-plus-sm-j610f.jpg,6.0000,https://www.gsmarena.com/samsung_galaxy_j6+-9334.php,1,1,1,0,0,32000
25,Samsung Galaxy J4 Core,0,134,0,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j4-core-sm-g410g.jpg,6.0000,https://www.gsmarena.com/samsung_galaxy_j4_core-9397.php,0,1,1,0,0,32000
26,Samsung Galaxy J4 plus,0,169,0,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j4-plus-sm-j415f.jpg,6.0000,https://www.gsmarena.com/samsung_galaxy_j4+-9335.php,1,1,1,0,0,35000
27,Samsung Galaxy J2 Core,0,89,0,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j2-core.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_j2_core-9255.php,0,1,1,0,0,37000
28,Samsung Galaxy On6,0,134,0,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-on6-2018.jpg,5.6000,https://www.gsmarena.com/samsung_galaxy_on6-9260.php,0,1,1,0,0,46000
29,Samsung Galaxy J7 (2018),0,178,0,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-2018.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_j7_(2018)-9234.php,1,1,0,0,0,0
30,Samsung Galaxy J3 (2018),0,134,0,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j3-2018.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_j3_(2018)-8928.php,0,1,1,0,0,0
31,Samsung Galaxy A8 Star (A9 Star),0,312,0,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a8-a9-star.jpg,6.3000,https://www.gsmarena.com/samsung_galaxy_a8_star_(a9_star)-9220.php,1,1,1,0,0,0
32,Samsung Galaxy S Light Luxury,0,357,0,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-light-luxury.jpg,5.8000,https://www.gsmarena.com/samsung_galaxy_s_light_luxury-9202.php,1,1,1,0,0,0
33,Samsung Galaxy J8,0,223,0,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j8-j800.jpg,6.0000,https://www.gsmarena.com/samsung_galaxy_j8-9205.php,0,1,1,0,0,57000
34,Samsung Galaxy J6,0,160,0,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j6-j600.jpg,5.6000,https://www.gsmarena.com/samsung_galaxy_j6-9203.php,0,1,1,0,0,0
35,Samsung Galaxy J4,0,125,0,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j4-j400.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_j4-9204.php,0,1,1,0,0,0
36,Samsung Galaxy A6 plus (2018),106,250,9835,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a6-plus-2018-.jpg,6.0000,https://www.gsmarena.com/samsung_galaxy_a6+_(2018)-9156.php,1,1,1,0,0,0
37,Samsung Galaxy A6 (2018),83,178,5639,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a6-2018-.jpg,5.6000,https://www.gsmarena.com/samsung_galaxy_a6_(2018)-9155.php,1,1,1,0,0,0
38,Samsung Galaxy J7 Duo,0,214,0,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-duo-sm-j720f.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_j7_duo-9153.php,0,1,1,0,0,0
39,Samsung Galaxy J7 Prime 2,0,151,0,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-prime2.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_j7_prime_2-9135.php,0,1,1,0,0,46000
40,Samsung Galaxy S9 plus,86,554,42134,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s9-plus-blue.jpg,6.2000,https://www.gsmarena.com/samsung_galaxy_s9+-8967.php,1,1,1,0,99,262000
41,Samsung Galaxy S9,78,438,42645,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s9-.jpg,5.8000,https://www.gsmarena.com/samsung_galaxy_s9-8966.php,1,1,1,0,0,261000
42,Samsung Galaxy J2 Pro (2018),0,107,0,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j2-2018-sm-j250-.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_j2_pro_(2018)-8904.php,0,1,1,0,0,0
43,Samsung Galaxy A8 plus (2018),0,357,0,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a8-plus-a730f.jpg,6.0000,https://www.gsmarena.com/samsung_galaxy_a8+_(2018)-8790.php,1,1,1,0,0,0
44,Samsung Galaxy A8 (2018),92,241,15299,2018,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a8-a530f.jpg,5.6000,https://www.gsmarena.com/samsung_galaxy_a8_(2018)-8886.php,1,1,1,0,79,0
45,Samsung Galaxy J2 (2017),0,107,0,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j2-2017-j200g.jpg,4.7000,https://www.gsmarena.com/samsung_galaxy_j2_(2017)-8900.php,0,1,1,0,0,0
46,Samsung Galaxy C7 (2017),0,250,0,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-c7-2017.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_c7_(2017)-8789.php,0,1,1,0,0,0
47,Samsung Galaxy Note8,89,491,40890,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-8-sm-n950.jpg,6.3000,https://www.gsmarena.com/samsung_galaxy_note8-8505.php,1,1,1,0,0,0
48,Samsung Galaxy S8 Active,111,850,37903,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s8-active.jpg,5.8000,https://www.gsmarena.com/samsung_galaxy_s8_active-8676.php,1,1,0,0,0,201000
49,Samsung Galaxy J7 V,0,240,0,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-v-2017.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_j7_v-8778.php,0,1,0,0,0,0
50,Samsung Galaxy Note FE,0,536,0,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-fe1.jpg,5.7000,https://www.gsmarena.com/samsung_galaxy_note_fe-8683.php,1,1,1,0,0,176000
51,Samsung Galaxy J7 Max,0,151,0,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-max.jpg,5.7000,https://www.gsmarena.com/samsung_galaxy_j7_max-8684.php,0,1,1,0,0,44000
52,Samsung Galaxy J7 Pro,107,178,5497,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-pro.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_j7_pro-8561.php,1,1,1,0,0,0
53,Samsung Galaxy J7 (2017),108,178,5489,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-2017-sm-j730f.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_j7_(2017)-8675.php,1,1,1,0,0,0
54,Samsung Galaxy J5 (2017),97,116,5258,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j5-2017-sm-j530.jpg,5.2000,https://www.gsmarena.com/samsung_galaxy_j5_(2017)-8705.php,1,1,1,0,0,0
55,Samsung Galaxy J3 (2017),0,98,0,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j3-2017.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_j3_(2017)-8438.php,1,1,1,0,0,0
56,Samsung Galaxy Folder2,0,178,0,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-folder2-g165.jpg,3.8000,https://www.gsmarena.com/samsung_galaxy_folder2-9331.php,0,1,1,0,0,0
57,Samsung Z4,0,71,0,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-z4.jpg,4.5000,https://www.gsmarena.com/samsung_z4-8682.php,0,1,1,0,0,17000
58,Samsung Galaxy S8,84,348,42370,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s8-.jpg,5.8000,https://www.gsmarena.com/samsung_galaxy_s8-8161.php,1,1,1,0,0,202000
59,Samsung Galaxy S8 plus,88,420,43862,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s8-plus-.jpg,6.2000,https://www.gsmarena.com/samsung_galaxy_s8+-8523.php,1,1,1,0,0,194000
60,Samsung Galaxy C5 Pro,0,196,0,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-c5-pro-sm-c5010.jpg,5.2000,https://www.gsmarena.com/samsung_galaxy_c5_pro-8437.php,1,1,1,0,0,67000
61,Samsung Galaxy Xcover 4,0,214,0,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-xcover4-g390f-.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_xcover_4-8577.php,1,1,0,0,0,37000
62,Samsung Galaxy J1 mini prime,0,98,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j1-nxt.jpg,4.0000,https://www.gsmarena.com/samsung_galaxy_j1_mini_prime-8397.php,0,1,1,0,0,11000
63,Samsung Galaxy J3 Emerge,0,235,0,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j3-emerge-.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_j3_emerge-8486.php,0,1,0,0,0,0
64,Samsung Galaxy C7 Pro,0,268,0,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-c7-pro.jpg,5.7000,https://www.gsmarena.com/samsung_galaxy_c7_pro-8435.php,1,1,1,0,0,67000
65,Samsung Galaxy A7 (2017),115,250,14619,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a7-2017.jpg,5.7000,https://www.gsmarena.com/samsung_galaxy_a7_(2017)-8335.php,1,1,1,0,0,0
66,Samsung Galaxy A5 (2017),95,223,0,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a5-2017-new.jpg,5.2000,https://www.gsmarena.com/samsung_galaxy_a5_(2017)-8494.php,1,1,1,0,0,0
67,Samsung Galaxy A3 (2017),93,196,5160,2017,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a3-2017.jpg,4.7000,https://www.gsmarena.com/samsung_galaxy_a3_(2017)-8336.php,1,1,1,0,0,0
68,Samsung Galaxy Grand Prime Plus,0,125,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j2-prime-2016.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_grand_prime_plus-8385.php,0,1,1,0,0,39000
69,Samsung Galaxy J2 Prime,0,116,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j2-prime-2016.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_j2_prime-8424.php,0,1,1,0,0,39000
70,Samsung Galaxy C9 Pro,0,384,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-c9-pro-.jpg,6.0000,https://www.gsmarena.com/samsung_galaxy_c9_pro-8347.php,1,1,1,0,0,80000
71,Samsung Galaxy A8 (2016),0,268,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a8-2016r1-.jpg,5.7000,https://www.gsmarena.com/samsung_galaxy_a8_(2016)-7801.php,1,1,1,0,0,0
72,Samsung Galaxy On8,0,178,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-2016.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_on8-8367.php,1,1,1,0,0,41000
73,Samsung Galaxy On7 (2016),0,178,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-on7-2016-g6100-c.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_on7_(2016)-8265.php,0,1,1,0,0,0
74,Samsung Galaxy J5 Prime,0,107,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j5-prime.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_j5_prime-8342.php,0,1,1,0,0,37000
75,Samsung Galaxy J7 Prime,0,125,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-prime.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_j7_prime-8314.php,0,1,1,0,0,46000
76,Samsung Z2,0,71,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-z2.jpg,4.0000,https://www.gsmarena.com/samsung_z2-8288.php,0,1,1,0,0,0
77,Samsung Galaxy Note7 (USA),81,679,33520,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note7-usa.jpg,5.7000,https://www.gsmarena.com/samsung_galaxy_note7_(usa)-8242.php,1,1,0,0,0,0
78,Samsung Galaxy Note7,90,759,32648,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note7.jpg,5.7000,https://www.gsmarena.com/samsung_galaxy_note7-8082.php,1,1,1,0,0,0
79,Samsung Galaxy On7 Pro,0,134,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-on7-.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_on7_pro-8140.php,0,1,1,0,0,0
80,Samsung Galaxy On5 Pro,0,107,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-on5.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_on5_pro-8192.php,0,1,1,0,0,0
81,Samsung Galaxy J Max,0,134,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j-max3.jpg,7.0000,https://www.gsmarena.com/samsung_galaxy_j_max-8186.php,0,1,1,0,0,0
82,Samsung Galaxy J2 Pro (2016),0,125,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j2-2016-new.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_j2_pro_(2016)-8228.php,0,1,1,0,0,0
83,Samsung Galaxy J2 (2016),0,107,1419,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j2-2016-new.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_j2_(2016)-8083.php,0,1,1,0,0,0
84,Samsung Z3 Corporate,0,178,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-z3.jpg,5.0000,https://www.gsmarena.com/samsung_z3_corporate-8170.php,0,1,1,0,0,0
85,Samsung Galaxy Xcover 3 G389F,0,178,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-xcover-3-SM-G389F.jpg,4.5000,https://www.gsmarena.com/samsung_galaxy_xcover_3_g389f-8455.php,1,1,0,0,0,0
86,Samsung Galaxy S7 active,96,321,32362,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s7-active.jpg,5.1000,https://www.gsmarena.com/samsung_galaxy_s7_active-8004.php,1,1,0,0,0,140000
87,Samsung Galaxy J3 Pro,0,116,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j3-2017r1.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_j3_pro-8126.php,1,1,1,0,0,28000
88,Samsung Galaxy C7,100,223,10445,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-c7.jpg,5.7000,https://www.gsmarena.com/samsung_galaxy_c7-8046.php,1,1,1,0,0,60000
89,Samsung Galaxy C5,75,196,5039,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-c5r3.jpg,5.2000,https://www.gsmarena.com/samsung_galaxy_c5-8047.php,1,1,1,0,0,35000
90,Samsung Galaxy A9 Pro (2016),0,268,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a9-pro1.jpg,6.0000,https://www.gsmarena.com/samsung_galaxy_a9_pro_(2016)-7903.php,1,1,1,0,0,0
91,Samsung Galaxy J7 (2016),101,205,11199,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-2016.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_j7_(2016)-7870.php,1,1,1,0,0,0
92,Samsung Galaxy J5 (2016),66,169,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j5-2016r.jpg,5.2000,https://www.gsmarena.com/samsung_galaxy_j5_(2016)-7869.php,1,1,1,0,0,0
93,Samsung Galaxy S7,80,259,32345,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s7--.jpg,5.1000,https://www.gsmarena.com/samsung_galaxy_s7-7821.php,1,1,1,0,0,134000
94,Samsung Galaxy S7 edge,92,357,28480,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s7-edge-.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_s7_edge-7945.php,1,1,1,0,89,158000
95,Samsung Galaxy S7 edge (USA),87,312,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s7-edge-usa.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_s7_edge_(usa)-7961.php,1,1,0,0,0,0
96,Samsung Galaxy S7 (USA),0,286,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s7-usa.jpg,5.1000,https://www.gsmarena.com/samsung_galaxy_s7_(usa)-7960.php,1,1,0,0,0,0
97,Samsung Galaxy J1 Nxt,0,80,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j1-nxt.jpg,4.0000,https://www.gsmarena.com/samsung_galaxy_j1_nxt-7768.php,0,1,1,0,0,0
98,Samsung Galaxy J1 (2016),0,116,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j1-2016.jpg,4.5000,https://www.gsmarena.com/samsung_galaxy_j1_(2016)-7864.php,0,1,1,0,0,0
99,Samsung Galaxy A9 (2016),103,268,15290,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a9-pro1.jpg,6.0000,https://www.gsmarena.com/samsung_galaxy_a9_(2016)-7641.php,1,1,1,0,0,0
100,Samsung Galaxy A7 (2016),96,268,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a7-2016.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_a7_(2016)-7759.php,1,1,1,0,0,0
101,Samsung Galaxy A5 (2016),91,223,4947,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a5-2016.jpg,5.2000,https://www.gsmarena.com/samsung_galaxy_a5_(2016)-7789.php,1,1,1,0,0,0
102,Samsung Galaxy A3 (2016),0,151,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a3-2016.jpg,4.7000,https://www.gsmarena.com/samsung_galaxy_a3_(2016)-7791.php,1,1,1,0,0,0
103,Samsung Galaxy Express Prime,0,98,0,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-express-prime.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_express_prime-8022.php,0,1,0,0,0,0
104,Samsung Galaxy J3 (2016),66,107,1424,2016,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j3.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_j3_(2016)-7760.php,1,1,1,0,0,0
105,Samsung Galaxy On7,0,160,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-on7-.jpg,5.5000,https://www.gsmarena.com/samsung_galaxy_on7-7679.php,0,1,1,0,0,21000
106,Samsung Galaxy On5,0,125,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-on5.jpg,5.0000,https://www.gsmarena.com/samsung_galaxy_on5-7648.php,0,1,1,0,0,18000
107,Samsung Z3,0,98,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-z3.jpg,5.0000,https://www.gsmarena.com/samsung_z3-7273.php,0,1,1,0,0,0
108,Samsung Galaxy J1 Ace,0,125,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j1-ace.jpg,4.3000,https://www.gsmarena.com/samsung_galaxy_j1_ace-7673.php,0,1,1,0,0,0
109,Samsung Galaxy Note5 (USA),0,482,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note5.jpg,5.7000,https://www.gsmarena.com/samsung_galaxy_note5_(usa)-7504.php,1,1,0,0,0,0
110,Samsung Galaxy Note5,85,420,26281,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note5.jpg,5.7000,https://www.gsmarena.com/samsung_galaxy_note5-7431.php,1,1,1,0,0,116000
111,Samsung Galaxy Note5 Duos,0,536,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note5.jpg,5.7000,https://www.gsmarena.com/samsung_galaxy_note5_duos-7508.php,1,1,1,0,0,0
112,Samsung Galaxy S6 edge plus (USA),0,491,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-edge-plus.jpg,5.7000,https://www.gsmarena.com/samsung_galaxy_s6_edge+_(usa)-7505.php,1,1,0,0,0,0
113,Samsung Galaxy S6 edge plus,83,473,26333,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-edge-plus.jpg,5.7000,https://www.gsmarena.com/samsung_galaxy_s6_edge+-7467.php,1,1,0,0,0,83000
114,Samsung Galaxy S6 edge plus Duos,0,473,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-edge-plus.jpg,5.7000,https://www.gsmarena.com/samsung_galaxy_s6_edge+_duos-7509.php,1,1,1,0,0,0
115,Samsung Galaxy S5 Neo,0,312,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-neo.jpg,5.1000,https://www.gsmarena.com/samsung_galaxy_s5_neo-6506.php,1,1,0,0,0,35000
116,Samsung Galaxy S4 mini I9195I,0,169,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s4-mini-plus-gt-i9195i.jpg,4.3000,https://www.gsmarena.com/samsung_galaxy_s4_mini_i9195i-7468.php,1,1,0,1,0,0
117,Samsung Galaxy Folder,0,232,0,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-folder-SM-G150.jpg,3.8000,https://www.gsmarena.com/samsung_galaxy_folder-7453.php,0,1,0,0,0,0
118,Samsung Galaxy A8 Duos,98,339,8838,2015,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a8-ds.jpg,5.7000,https://www.gsmarena.com/samsung_galaxy_a8_duos-7506.php,0,1,1,0,0,0
