Id,devicename,batterylife,price,BasemarkX,year,ImageURL,screensize,phoneURL,nfc,headphonejack,dualsim,ir,dxomarkScore,antutu
389,HTC Desire 10 Lifestyle,0,178,0,2016,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-10-lifestyle-new.jpg,5.5000,https://www.gsmarena.com/htc_desire_10_lifestyle-8276.php,0,1,1,0,0,24000
390,HTC One A9s,0,134,0,2016,https://cdn2.gsmarena.com/vv/bigpic/htc-a9sr.jpg,5.0000,https://www.gsmarena.com/htc_one_a9s-8297.php,1,1,0,0,0,48000
391,HTC Desire 728 Ultra,0,196,0,2016,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-728-ultra-edition.jpg,5.5000,https://www.gsmarena.com/htc_desire_728_ultra-8633.php,0,1,1,0,0,0
392,HTC Desire 628,0,178,0,2016,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-628.jpg,5.0000,https://www.gsmarena.com/htc_desire_628-8128.php,0,1,1,0,0,36000
393,HTC One M9 Prime Camera,0,223,0,2016,https://cdn2.gsmarena.com/vv/bigpic/htc-one-m9s-.jpg,5.0000,https://www.gsmarena.com/htc_one_m9_prime_camera-8086.php,1,1,0,0,0,0
394,HTC Desire 830,0,178,0,2016,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-830.jpg,5.5000,https://www.gsmarena.com/htc_desire_830-8066.php,1,1,1,0,0,52000
395,HTC One S9,0,187,0,2016,https://cdn2.gsmarena.com/vv/bigpic/htc-s9.jpg,5.0000,https://www.gsmarena.com/htc_one_s9-8072.php,1,1,0,0,0,48000
396,HTC 10 Lifestyle,0,223,0,2016,https://cdn2.gsmarena.com/vv/bigpic/htc-10-lifestyle.jpg,5.2000,https://www.gsmarena.com/htc_10_lifestyle-8031.php,1,1,0,0,0,73000
397,HTC 10,66,268,28882,2016,https://cdn2.gsmarena.com/vv/bigpic/htc-10-r.jpg,5.2000,https://www.gsmarena.com/htc_10-7884.php,1,1,0,0,0,133000
398,HTC Desire 825,0,214,0,2016,https://cdn2.gsmarena.com/vv/bigpic/htc-a56-desire-825.jpg,5.5000,https://www.gsmarena.com/htc_desire_825-7942.php,0,1,1,0,0,28000
399,HTC Desire 630,0,169,0,2016,https://cdn2.gsmarena.com/vv/bigpic/htc-a16-desire-530.jpg,5.0000,https://www.gsmarena.com/htc_desire_630-7941.php,0,1,1,0,0,27000
400,HTC Desire 530,0,151,0,2016,https://cdn2.gsmarena.com/vv/bigpic/htc-a16-desire-530.jpg,5.0000,https://www.gsmarena.com/htc_desire_530-7940.php,1,1,0,0,0,27000
401,HTC Desire 625,0,62,0,2016,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-625.jpg,5.0000,https://www.gsmarena.com/htc_desire_625-8348.php,0,1,0,0,0,0
402,HTC One X9,0,268,0,2016,https://cdn2.gsmarena.com/vv/bigpic/htc-one-x9.jpg,5.5000,https://www.gsmarena.com/htc_one_x9-7836.php,1,1,1,0,0,52000
403,HTC One M9s,0,241,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-one-m9s-.jpg,5.0000,https://www.gsmarena.com/htc_one_m9s-7758.php,1,1,0,0,0,54000
404,HTC Desire 828 dual sim,0,223,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-828w.jpg,5.5000,https://www.gsmarena.com/htc_desire_828_dual_sim-7731.php,0,1,1,0,0,0
405,HTC Desire 728 dual sim,0,214,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-728.jpg,5.5000,https://www.gsmarena.com/htc_desire_728_dual_sim-7753.php,0,1,1,0,0,0
406,HTC One E9s dual sim,0,277,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-one-e9s-dual-sim.jpg,5.5000,https://www.gsmarena.com/htc_one_e9s_dual_sim-7627.php,0,1,1,0,0,0
407,HTC Butterfly 3,0,268,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-butterfly-3.jpg,5.2000,https://www.gsmarena.com/htc_butterfly_3-7592.php,1,1,0,1,0,0
408,HTC One A9,46,268,6617,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-one-a9-new.jpg,5.0000,https://www.gsmarena.com/htc_one_a9-7576.php,1,1,0,0,0,35000
409,HTC One M9 plus Supreme Camera,0,429,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-one-m9-plus-new.jpg,5.2000,https://www.gsmarena.com/htc_one_m9+_supreme_camera-7591.php,1,1,0,1,0,0
410,HTC Desire 626 (USA),0,0,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-626s.jpg,5.0000,https://www.gsmarena.com/htc_desire_626_(usa)-7421.php,0,1,0,0,0,0
411,HTC Desire 626s,0,169,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-626s.jpg,5.0000,https://www.gsmarena.com/htc_desire_626s-7418.php,0,1,0,0,0,0
412,HTC Desire 526,0,98,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-526.jpg,4.7000,https://www.gsmarena.com/htc_desire_526-7419.php,0,1,0,0,0,0
413,HTC Desire 520,0,0,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-520.jpg,4.5000,https://www.gsmarena.com/htc_desire_520-7420.php,0,1,0,0,0,0
414,HTC One ME,0,303,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-one-me.jpg,5.2000,https://www.gsmarena.com/htc_one_me-7275.php,1,1,1,1,0,51000
415,HTC Desire 820G plus dual sim,0,160,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-820g-plus.jpg,5.5000,https://www.gsmarena.com/htc_desire_820g+_dual_sim-7267.php,0,1,1,0,0,0
416,HTC Desire 326G dual sim,0,116,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-326g.jpg,4.5000,https://www.gsmarena.com/htc_desire_326g_dual_sim-7194.php,0,1,1,0,0,0
417,HTC One M9 plus,0,268,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-one-m9-plus-new.jpg,5.2000,https://www.gsmarena.com/htc_one_m9+-6977.php,1,1,0,1,0,54000
418,HTC One M8s,0,294,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-one-m8s.jpg,5.0000,https://www.gsmarena.com/htc_one_m8s-7165.php,1,1,0,0,0,30000
419,HTC One E9 plus,59,286,9639,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-one-e9plus.jpg,5.5000,https://www.gsmarena.com/htc_one_e9+-7111.php,1,1,1,0,0,47000
420,HTC One E9,0,286,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-one-e9.jpg,5.5000,https://www.gsmarena.com/htc_one_e9-7310.php,1,1,1,0,0,0
421,HTC One M9,62,321,19848,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-one-m9-1.jpg,5.0000,https://www.gsmarena.com/htc_one_m9-6891.php,1,1,0,1,0,104000
422,HTC Desire 820s dual sim,0,330,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-820q.jpg,5.5000,https://www.gsmarena.com/htc_desire_820s_dual_sim-7115.php,0,1,1,0,0,0
423,HTC Desire 626G plus,0,223,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-626g-plus.jpg,5.0000,https://www.gsmarena.com/htc_desire_626g+-7183.php,0,1,1,0,0,0
424,HTC Desire 626,0,160,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-626.jpg,5.0000,https://www.gsmarena.com/htc_desire_626-6968.php,0,1,1,0,0,19000
425,HTC Desire 526G plus dual sim ,0,143,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-526Gplus-dual-sim.jpg,4.7000,https://www.gsmarena.com/htc_desire_526g+_dual_sim_-6947.php,0,1,1,0,0,0
426,HTC Desire 826 dual sim,0,178,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-826r.jpg,5.5000,https://www.gsmarena.com/htc_desire_826_dual_sim-6921.php,0,1,1,0,0,0
427,HTC Desire 320,0,71,0,2015,https://cdn2.gsmarena.com/vv/bigpic/htc-desire-320.jpg,4.5000,https://www.gsmarena.com/htc_desire_320-6913.php,0,1,0,0,0,16000
428,Motorola One Vision,67,268,21565,2019,https://cdn2.gsmarena.com/vv/bigpic/motorola-one-vision.jpg,6.3000,https://www.gsmarena.com/motorola_one_vision-9647.php,1,1,1,0,0,0
429,Motorola Moto G7 Plus,59,268,15004,2019,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g7-plus.jpg,6.2000,https://www.gsmarena.com/motorola_moto_g7_plus-9533.php,1,1,1,0,0,116000
430,Motorola Moto G7,66,223,11173,2019,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g7.jpg,6.2000,https://www.gsmarena.com/motorola_moto_g7-9357.php,1,1,1,0,0,108000
431,Motorola Moto G7 Power,147,187,11525,2019,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g7-power.jpg,6.2000,https://www.gsmarena.com/motorola_moto_g7_power-9527.php,1,1,1,0,0,108000
432,Motorola Moto G7 Play,103,134,11016,2019,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g7-play.jpg,5.7000,https://www.gsmarena.com/motorola_moto_g7_play-9532.php,0,1,1,0,0,93000
433,Motorola One (P30 Play),102,196,10524,2018,https://cdn2.gsmarena.com/vv/bigpic/motorola-one-.jpg,5.9000,https://www.gsmarena.com/motorola_one_(p30_play)-9310.php,1,1,1,0,0,0
434,Motorola One Power (P30 Note),0,241,0,2018,https://cdn2.gsmarena.com/vv/bigpic/motorola-one-power-.jpg,6.2000,https://www.gsmarena.com/motorola_one_power_(p30_note)-9221.php,0,1,1,0,0,0
435,Motorola Moto Z3,86,357,34848,2018,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-z3-play-.jpg,6.0100,https://www.gsmarena.com/motorola_moto_z3-9283.php,1,1,1,0,0,170000
436,Motorola Moto Z3 Play,0,357,0,2018,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-z3-play-.jpg,6.0100,https://www.gsmarena.com/motorola_moto_z3_play-9003.php,1,1,1,0,0,115000
437,Motorola Moto E5 Play Go,0,98,0,2018,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e5-play-android-go-edition.jpg,5.8400,https://www.gsmarena.com/motorola_moto_e5_play_go-9270.php,0,1,0,0,0,0
438,Motorola Moto E5 Cruise,0,40,0,2018,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e5-cruise.jpg,5.2000,https://www.gsmarena.com/motorola_moto_e5_cruise-9575.php,0,1,0,0,0,0
439,Motorola Moto E5 Play,0,71,0,2018,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e5-play.jpg,5.2000,https://www.gsmarena.com/motorola_moto_e5_play-9175.php,0,1,0,0,0,32000
440,Motorola Moto E5 Plus,0,143,0,2018,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e5-plus.jpg,6.0000,https://www.gsmarena.com/motorola_moto_e5_plus-9095.php,0,1,1,0,0,35000
441,Motorola Moto E5,0,134,0,2018,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e5.jpg,5.7000,https://www.gsmarena.com/motorola_moto_e5-9008.php,1,1,1,0,0,32000
442,Motorola Moto G6 Play,92,134,7620,2018,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g6-play-r1.jpg,5.7000,https://www.gsmarena.com/motorola_moto_g6_play-9002.php,1,1,1,0,0,47000
443,Motorola P30,0,286,0,2018,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-p30-r.jpg,6.2000,https://www.gsmarena.com/motorola_p30-9294.php,0,1,1,0,0,115000
444,Motorola Moto G6 Plus,70,232,14357,2018,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g6-plus-r1.jpg,5.9000,https://www.gsmarena.com/motorola_moto_g6_plus-9001.php,1,1,1,0,0,92000
445,Motorola Moto G6,64,160,9883,2018,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g6-r1.jpg,5.7000,https://www.gsmarena.com/motorola_moto_g6-9000.php,1,1,1,0,0,58000
446,Motorola Moto X4,64,178,14479,2017,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-x4.jpg,5.2000,https://www.gsmarena.com/motorola_moto_x4-8634.php,1,1,1,0,0,69000
447,Motorola Moto G5S Plus,81,143,10466,2017,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g5s.jpg,5.5000,https://www.gsmarena.com/motorola_moto_g5s_plus-8699.php,1,1,1,0,0,61000
448,Motorola Moto G5S,0,134,0,2017,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g5s-plus.jpg,5.2000,https://www.gsmarena.com/motorola_moto_g5s-8698.php,0,1,1,0,0,56000
449,Motorola Moto Z2 Force,69,286,38615,2017,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-z2-force-.jpg,5.5000,https://www.gsmarena.com/motorola_moto_z2_force-8693.php,1,1,1,0,82,0
450,Motorola Moto E4 Plus,0,98,0,2017,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e4-plus.jpg,5.5000,https://www.gsmarena.com/motorola_moto_e4_plus-8722.php,1,1,1,0,0,34000
451,Motorola Moto E4 Plus (USA),0,180,0,2017,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e4-plus-usa.jpg,5.5000,https://www.gsmarena.com/motorola_moto_e4_plus_(usa)-8666.php,0,1,0,0,0,0
452,Motorola Moto E4,0,134,0,2017,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e4.jpg,5.0000,https://www.gsmarena.com/motorola_moto_e4-8721.php,1,1,1,0,0,31000
453,Motorola Moto E4 (USA),0,130,0,2017,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e4-usa.jpg,5.0000,https://www.gsmarena.com/motorola_moto_e4_(usa)-8665.php,0,1,0,0,0,0
454,Motorola Moto Z2 Play,76,205,10455,2017,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-z2-play.jpg,5.5000,https://www.gsmarena.com/motorola_moto_z2_play-8674.php,1,1,1,0,0,0
455,Motorola Moto C Plus,0,107,0,2017,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-c-plus-.jpg,5.0000,https://www.gsmarena.com/motorola_moto_c_plus-8646.php,0,1,1,0,0,27000
456,Motorola Moto C,0,89,0,2017,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-c.jpg,5.0000,https://www.gsmarena.com/motorola_moto_c-8645.php,0,1,1,0,0,27000
457,Motorola Moto G5 Plus,0,214,0,2017,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g5-plus1.jpg,5.2000,https://www.gsmarena.com/motorola_moto_g5_plus-8453.php,1,1,1,0,0,0
458,Motorola Moto G5,0,134,0,2017,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g5-r1.jpg,5.0000,https://www.gsmarena.com/motorola_moto_g5-8454.php,0,1,1,0,0,40000
459,Motorola Moto M,55,169,6732,2016,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-m.jpg,5.5000,https://www.gsmarena.com/motorola_moto_m-8299.php,0,1,1,0,0,76000
460,Motorola Moto E3 Power,0,116,0,2016,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e3.jpg,5.0000,https://www.gsmarena.com/motorola_moto_e3_power-8337.php,0,1,1,0,0,0
461,Motorola Moto Z Play,100,196,10401,2016,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-z-play.jpg,5.5000,https://www.gsmarena.com/motorola_moto_z_play-8310.php,1,1,1,0,0,0
462,Motorola Moto E3,0,89,0,2016,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e3.jpg,5.0000,https://www.gsmarena.com/motorola_moto_e3-8198.php,0,1,0,0,0,19000
463,Motorola Moto Z Force,88,241,36405,2016,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-z-force.jpg,5.5000,https://www.gsmarena.com/motorola_moto_z_force-8093.php,1,1,0,0,0,0
464,Motorola Moto Z,53,196,36322,2016,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-z.jpg,5.5000,https://www.gsmarena.com/motorola_moto_z-8094.php,1,1,1,0,0,147000
465,Motorola Moto G4 Plus,70,143,6380,2016,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g4-plus-r.jpg,5.5000,https://www.gsmarena.com/motorola_moto_g4_plus-8050.php,0,1,1,0,0,0
466,Motorola Moto G4,73,116,6932,2016,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g4-.jpg,5.5000,https://www.gsmarena.com/motorola_moto_g4-8103.php,0,1,1,0,0,56000
467,Motorola Moto G4 Play,0,116,0,2016,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g4-play.jpg,5.0000,https://www.gsmarena.com/motorola_moto_g4_play-8104.php,1,1,1,0,0,28000
468,Motorola Moto G Turbo,0,250,0,2015,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g-turbo-edition-.jpg,5.0000,https://www.gsmarena.com/motorola_moto_g_turbo-7743.php,0,1,1,0,0,0
469,Motorola Moto X Force,78,250,31561,2015,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-x-force1.jpg,5.4000,https://www.gsmarena.com/motorola_moto_x_force-7555.php,1,1,1,0,0,84000
470,Motorola Droid Turbo 2,0,294,0,2015,https://cdn2.gsmarena.com/vv/bigpic/motorola-droid-turbo-2.jpg,5.4000,https://www.gsmarena.com/motorola_droid_turbo_2-7713.php,1,1,0,1,0,60000
471,Motorola Droid Maxx 2,0,268,0,2015,https://cdn2.gsmarena.com/vv/bigpic/motorola-droid-maxx-2.jpg,5.5000,https://www.gsmarena.com/motorola_droid_maxx_2-7712.php,1,1,0,0,0,0
472,Motorola Moto X Style,63,232,0,2015,https://cdn2.gsmarena.com/vv/bigpic/moto-x-style-r.jpg,5.7000,https://www.gsmarena.com/motorola_moto_x_style-7229.php,1,1,0,0,0,94000
473,Motorola Moto X Play Dual SIM,0,223,0,2015,https://cdn2.gsmarena.com/vv/bigpic/moto-x-play-r.jpg,5.5000,https://www.gsmarena.com/motorola_moto_x_play_dual_sim-7470.php,1,1,1,0,0,0
474,Motorola Moto X Play,83,214,5032,2015,https://cdn2.gsmarena.com/vv/bigpic/moto-x-play-r.jpg,5.5000,https://www.gsmarena.com/motorola_moto_x_play-7454.php,1,1,0,0,0,37000
475,Motorola Moto G Dual SIM (3rd gen),0,151,0,2015,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g-3rd-gen-r.jpg,5.0000,https://www.gsmarena.com/motorola_moto_g_dual_sim_(3rd_gen)-7469.php,0,1,1,0,0,0
476,Motorola Moto 360 Sport (1st gen),0,178,0,2016,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-360-sport.jpg,1.3700,https://www.gsmarena.com/motorola_moto_360_sport_(1st_gen)-7685.php,0,1,0,0,0,0
477,Motorola Moto 360 46mm (2nd gen),0,268,0,2015,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-360-2015-new.jpg,1.5600,https://www.gsmarena.com/motorola_moto_360_46mm_(2nd_gen)-7683.php,0,1,0,0,0,0
478,Motorola Moto 360 42mm (2nd gen),0,268,0,2015,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-360-42mm-2015.jpg,1.3700,https://www.gsmarena.com/motorola_moto_360_42mm_(2nd_gen)-7684.php,0,1,0,0,0,0
479,Motorola Moto G (3rd gen),76,151,1866,2015,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g-3rd-gen-r.jpg,5.0000,https://www.gsmarena.com/motorola_moto_g_(3rd_gen)-7247.php,0,1,0,0,0,0
480,Motorola Moto E Dual SIM (2nd gen),0,89,0,2015,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e-2nd-gen-xt1521.jpg,4.5000,https://www.gsmarena.com/motorola_moto_e_dual_sim_(2nd_gen)-7222.php,0,1,1,0,0,0
481,Motorola Moto E (2nd gen),82,116,1851,2015,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e-2015.jpg,4.5000,https://www.gsmarena.com/motorola_moto_e_(2nd_gen)-6986.php,0,1,0,0,0,0
482,Motorola Moto G 4G (2nd gen),0,187,0,2015,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g-4g-2015.jpg,5.0000,https://www.gsmarena.com/motorola_moto_g_4g_(2nd_gen)-7137.php,0,1,0,0,0,0
483,Motorola Moto G 4G Dual SIM (2nd gen),0,214,0,2015,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g-4g-2015.jpg,5.0000,https://www.gsmarena.com/motorola_moto_g_4g_dual_sim_(2nd_gen)-6991.php,0,1,1,0,0,0
484,Xiaomi Redmi 7A,0,71,0,2019,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-7a.jpg,5.4500,https://www.gsmarena.com/xiaomi_redmi_7a-9716.php,0,1,1,0,0,43000
485,Xiaomi Redmi Note 7S,0,125,0,2019,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-7s.jpg,6.3000,https://www.gsmarena.com/xiaomi_redmi_note_7s-9707.php,0,1,1,1,0,147000
486,Xiaomi Redmi Y3,0,0,0,2019,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-y3.jpg,6.2600,https://www.gsmarena.com/xiaomi_redmi_y3-9674.php,0,1,1,1,0,103000
487,Xiaomi Black Shark 2,0,402,0,2019,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-black-shark-2.jpg,6.3900,https://www.gsmarena.com/xiaomi_black_shark_2-9639.php,0,1,1,0,0,0
488,Xiaomi Redmi 7,0,116,0,2019,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-7.jpg,6.2600,https://www.gsmarena.com/xiaomi_redmi_7-9498.php,0,1,1,1,0,104000
489,Xiaomi Redmi Note 7 Pro,0,178,0,2019,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-7-pro.jpg,6.3000,https://www.gsmarena.com/xiaomi_redmi_note_7_pro-9521.php,0,1,1,1,0,185000
490,Xiaomi Mi Mix 3 5G,0,536,0,2019,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-mi-mix3.jpg,6.3900,https://www.gsmarena.com/xiaomi_mi_mix_3_5g-9602.php,1,1,1,0,0,385000
491,Xiaomi Mi 9 Explorer,0,473,0,2019,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-mi-9-explore.jpg,6.3900,https://www.gsmarena.com/xiaomi_mi_9_explorer-9584.php,1,1,1,1,0,0
492,Xiaomi Mi 9 SE,0,268,0,2019,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-mi-9-se.jpg,5.9700,https://www.gsmarena.com/xiaomi_mi_9_se-9583.php,1,1,1,1,0,177000
493,Xiaomi Mi 9,95,402,45089,2019,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-mi-9-.jpg,6.3900,https://www.gsmarena.com/xiaomi_mi_9-9507.php,1,1,1,1,107,372000
494,Xiaomi Redmi Go,0,71,0,2019,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-go.jpg,5.0000,https://www.gsmarena.com/xiaomi_redmi_go-9534.php,0,1,1,0,0,32000
495,Xiaomi Redmi Note 7,108,134,21201,2019,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-7.jpg,6.3000,https://www.gsmarena.com/xiaomi_redmi_note_7-9513.php,0,1,1,1,0,0
496,Xiaomi Mi Play,0,151,0,2018,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-miplay.jpg,5.8400,https://www.gsmarena.com/xiaomi_mi_play-9499.php,0,1,1,0,0,86000
497,Xiaomi Black Shark Helo,0,402,0,2018,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-black-shark2.jpg,6.0100,https://www.gsmarena.com/xiaomi_black_shark_helo-9382.php,0,1,1,0,0,275000
498,Xiaomi Mi Mix 3,84,500,43563,2018,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-mi-mix3.jpg,6.3900,https://www.gsmarena.com/xiaomi_mi_mix_3-9378.php,1,1,1,0,103,284000
499,Xiaomi Redmi Note 6 Pro,92,169,15025,2018,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-6-pro-r.jpg,6.2600,https://www.gsmarena.com/xiaomi_redmi_note_6_pro-9333.php,0,1,1,1,0,115000
500,Xiaomi Mi 8 Pro,0,446,0,2018,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-mi-8-pro-.jpg,6.2100,https://www.gsmarena.com/xiaomi_mi_8_pro-9336.php,1,1,1,0,0,0
501,Xiaomi Mi 8 Lite,77,205,21269,2018,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-mi-8-lite-.jpg,6.2600,https://www.gsmarena.com/xiaomi_mi_8_lite-9329.php,0,1,1,0,0,0
502,Xiaomi Pocophone F1,94,259,43652,2018,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-pocophone-f1-.jpg,6.1800,https://www.gsmarena.com/xiaomi_pocophone_f1-9293.php,0,1,1,0,91,296000
503,Xiaomi Mi A2 (Mi 6X),73,169,21378,2018,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-mi-a2-.jpg,5.9900,https://www.gsmarena.com/xiaomi_mi_a2_(mi_6x)-9140.php,0,1,1,1,0,0
504,Xiaomi Mi A2 Lite (Redmi 6 Pro),106,160,10525,2018,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-mi-a2-lite.jpg,5.8400,https://www.gsmarena.com/xiaomi_mi_a2_lite_(redmi_6_pro)-9247.php,0,1,1,1,0,0
505,Xiaomi Mi Max 3,115,205,14950,2018,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-mi-max3-.jpg,6.9000,https://www.gsmarena.com/xiaomi_mi_max_3-8963.php,0,1,1,1,0,118000
